provinceID, provinceName, loc, county, countyloc, duchy, duchyloc, kingdom, kingdomloc, region, terrain, type, X, Y, rgb, area (pixels), county area, duchy area, kingdom area

1, b_vestfirdir, Vestfirðir, c_vestisland, Vestrland, d_iceland, Iceland, k_norway, Norway world_europe_north, mountains, inhabitable, X:271, Y:3950, rgb(42, 3, 128), AREA: 4185, County Area: 13299, Duchy Area: 35255, Kingdom Area: 147219;
108, b_riga, Riga, c_vidzeme, Metsepole, d_livonia, Livonia, k_esthonia, Estonia world_europe_east, taiga, inhabitable, X:2171, Y:3139, rgb(126, 111, 54), AREA: 544, County Area: 1905, Duchy Area: 7311, Kingdom Area: 16933;
109, b_venden, Venden, c_talava, Talava, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, wetlands, inhabitable, X:2211, Y:3149, rgb(168, 114, 182), AREA: 492, County Area: 1923, Duchy Area: 7990, Kingdom Area: 72140;
110, b_piltene, Piltene, c_vanemane, Vanemane, d_courland, Courland, k_lithuania, Lithuania world_europe_east, plains, inhabitable, X:2061, Y:3173, rgb(0, 117, 55), AREA: 1081, County Area: 3750, Duchy Area: 14234, Kingdom Area: 72140;
111, b_ceklis, Ceklis, c_grobin, Grobin, d_courland, Courland, k_lithuania, Lithuania world_europe_east, wetlands, inhabitable, X:2089, Y:3091, rgb(42, 120, 183), AREA: 1557, County Area: 4601, Duchy Area: 14234, Kingdom Area: 72140;
112, b_kandava, Kandava, c_vanemane, Vanemane, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2104, Y:3150, rgb(84, 123, 56), AREA: 1747, County Area: 3750, Duchy Area: 14234, Kingdom Area: 72140;
113, b_bandava, Bandava, c_grobin, Grobin, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2062, Y:3138, rgb(126, 126, 184), AREA: 1265, County Area: 4601, Duchy Area: 14234, Kingdom Area: 72140;
114, b_grobin, Grobin, c_grobin, Grobin, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2047, Y:3115, rgb(168, 129, 57), AREA: 997, County Area: 4601, Duchy Area: 14234, Kingdom Area: 72140;
115, b_palanga, Palanga, c_palanga, Palanga, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2063, Y:3065, rgb(0, 132, 185), AREA: 594, County Area: 2737, Duchy Area: 13205, Kingdom Area: 72140;
116, b_duvzare, Duvzare, c_grobin, Grobin, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2060, Y:3083, rgb(42, 135, 58), AREA: 782, County Area: 4601, Duchy Area: 14234, Kingdom Area: 72140;
117, b_dundaga, Dundaga, c_vanemane, Vanemane, d_courland, Courland, k_lithuania, Lithuania world_europe_east, plains, inhabitable, X:2091, Y:3176, rgb(84, 138, 186), AREA: 922, County Area: 3750, Duchy Area: 14234, Kingdom Area: 72140;
118, b_memel, Memel, c_memel, Memel, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2064, Y:3039, rgb(126, 141, 59), AREA: 552, County Area: 1294, Duchy Area: 13205, Kingdom Area: 72140;
119, b_tilsit, Tilsit, c_scalovia, Scalovia, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2077, Y:3005, rgb(168, 144, 187), AREA: 787, County Area: 1703, Duchy Area: 13205, Kingdom Area: 72140;
120, b_ragnit, Ragnit, c_scalovia, Scalovia, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2098, Y:2988, rgb(0, 147, 60), AREA: 916, County Area: 1703, Duchy Area: 13205, Kingdom Area: 72140;
121, b_neuenburg, Neuenburg, c_zemigalians, Zemigalians, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2110, Y:3116, rgb(42, 150, 188), AREA: 916, County Area: 4101, Duchy Area: 14234, Kingdom Area: 72140;
122, b_labiau, Kaup, c_konigsberg, Sambia, d_prussia, Prussia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2043, Y:2995, rgb(84, 153, 61), AREA: 789, County Area: 1383, Duchy Area: 10148, Kingdom Area: 72140;
123, b_jurbarkas, Jurbarkas, c_raseiniai, Raseiniai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2120, Y:3013, rgb(126, 156, 189), AREA: 478, County Area: 2765, Duchy Area: 13205, Kingdom Area: 72140;
124, b_raseiniai, Raseiniai, c_raseiniai, Raseiniai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2133, Y:3031, rgb(168, 159, 62), AREA: 928, County Area: 2765, Duchy Area: 13205, Kingdom Area: 72140;
125, b_taurage, Taurage, c_memel, Memel, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2095, Y:3021, rgb(0, 162, 190), AREA: 742, County Area: 1294, Duchy Area: 13205, Kingdom Area: 72140;
126, b_medeniken, Medeniken, c_palanga, Palanga, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2108, Y:3044, rgb(42, 165, 63), AREA: 1224, County Area: 2737, Duchy Area: 13205, Kingdom Area: 72140;
127, b_siauliai, Siauliai, c_siauliai, Siauliai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2139, Y:3058, rgb(84, 168, 191), AREA: 1512, County Area: 4706, Duchy Area: 13205, Kingdom Area: 72140;
128, b_telsiai, Telsiai, c_palanga, Palanga, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2113, Y:3067, rgb(126, 171, 64), AREA: 919, County Area: 2737, Duchy Area: 13205, Kingdom Area: 72140;
129, b_veliuona, Veliuona, c_raseiniai, Raseiniai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, wetlands, inhabitable, X:2167, Y:3017, rgb(168, 174, 192), AREA: 526, County Area: 2765, Duchy Area: 13205, Kingdom Area: 72140;
130, b_kaunas, Kaunas, c_trakai, Trakai, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2205, Y:2983, rgb(0, 177, 65), AREA: 582, County Area: 5260, Duchy Area: 19248, Kingdom Area: 72140;
131, b_kedainiai, Kedainiai, c_raseiniai, Raseiniai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, wetlands, inhabitable, X:2185, Y:3010, rgb(42, 180, 193), AREA: 833, County Area: 2765, Duchy Area: 13205, Kingdom Area: 72140;
132, b_upyte, Upyte, c_siauliai, Siauliai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2168, Y:3037, rgb(84, 183, 66), AREA: 1253, County Area: 4706, Duchy Area: 13205, Kingdom Area: 72140;
133, b_selpils, Selpils, c_selpils, Selpils, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2204, Y:3091, rgb(126, 186, 194), AREA: 897, County Area: 1782, Duchy Area: 14234, Kingdom Area: 72140;
134, b_lennewarden, Lennewarden, c_kokenois, Kokenois, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, wetlands, inhabitable, X:2203, Y:3125, rgb(168, 189, 67), AREA: 458, County Area: 1643, Duchy Area: 7990, Kingdom Area: 72140;
135, b_jekabpils, Jekabpils, c_jersika, Jersika, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2236, Y:3110, rgb(0, 192, 195), AREA: 446, County Area: 2530, Duchy Area: 7990, Kingdom Area: 72140;
136, b_jersika, Jersika, c_jersika, Jersika, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2257, Y:3098, rgb(42, 195, 68), AREA: 532, County Area: 2530, Duchy Area: 7990, Kingdom Area: 72140;
137, b_daugavpils, Daugavpils, c_jersika, Jersika, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2269, Y:3082, rgb(84, 198, 196), AREA: 721, County Area: 2530, Duchy Area: 7990, Kingdom Area: 72140;
138, b_rezekne, Rezekne, c_jersika, Jersika, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2278, Y:3102, rgb(126, 201, 69), AREA: 831, County Area: 2530, Duchy Area: 7990, Kingdom Area: 72140;
139, b_cesvaine, Cesvaine, c_kokenois, Kokenois, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2238, Y:3128, rgb(168, 204, 197), AREA: 736, County Area: 1643, Duchy Area: 7990, Kingdom Area: 72140;
140, b_gulbene, Gulbene, c_aluksne, Aluksne, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, wetlands, inhabitable, X:2268, Y:3121, rgb(0, 207, 70), AREA: 997, County Area: 1894, Duchy Area: 7990, Kingdom Area: 72140;
141, b_aluksne, Aluksne, c_aluksne, Aluksne, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2260, Y:3163, rgb(42, 210, 198), AREA: 897, County Area: 1894, Duchy Area: 7990, Kingdom Area: 72140;
142, b_rauna, Rauna, c_talava, Talava, d_latgalians, Latigalians, k_lithuania, Lithuania world_europe_east, taiga, inhabitable, X:2229, Y:3161, rgb(84, 0, 71), AREA: 808, County Area: 1923, Duchy Area: 7990, Kingdom Area: 72140;
143, b_vastseliina, Vastseliina, c_dorpat, Ugandi, d_livonia, Livonia, k_esthonia, Estonia world_europe_east, taiga, inhabitable, X:2262, Y:3199, rgb(126, 3, 199), AREA: 960, County Area: 3127, Duchy Area: 7311, Kingdom Area: 16933;
144, b_valga, Walko, c_dorpat, Ugandi, d_livonia, Livonia, k_esthonia, Estonia world_europe_east, wetlands, inhabitable, X:2233, Y:3188, rgb(168, 6, 72), AREA: 739, County Area: 3127, Duchy Area: 7311, Kingdom Area: 16933;
145, b_tartu, Tarbata, c_dorpat, Ugandi, d_livonia, Livonia, k_esthonia, Estonia world_europe_east, taiga, inhabitable, X:2239, Y:3226, rgb(0, 9, 200), AREA: 1428, County Area: 3127, Duchy Area: 7311, Kingdom Area: 16933;
146, b_poltsamaa, Poltsamaa, c_narva, Virumaa, d_esthonia, Estonia, k_esthonia, Estonia world_europe_east, taiga, inhabitable, X:2216, Y:3247, rgb(42, 12, 73), AREA: 1318, County Area: 3242, Duchy Area: 9622, Kingdom Area: 16933;
147, b_alistegunde, Alistekund, c_livs, Sakala, d_livonia, Livonia, k_esthonia, Estonia world_europe_east, taiga, inhabitable, X:2209, Y:3208, rgb(84, 15, 201), AREA: 906, County Area: 2279, Duchy Area: 7311, Kingdom Area: 16933;
148, b_salacgriva, Salatsi, c_vidzeme, Metsepole, d_livonia, Livonia, k_esthonia, Estonia world_europe_east, taiga, inhabitable, X:2180, Y:3201, rgb(126, 18, 74), AREA: 831, County Area: 1905, Duchy Area: 7311, Kingdom Area: 16933;
149, b_vilkmerge, Vilkmerge, c_kernave, Kernave, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2221, Y:3008, rgb(168, 21, 202), AREA: 911, County Area: 3974, Duchy Area: 19248, Kingdom Area: 72140;
150, b_oknist, Oknist, c_selpils, Selpils, d_courland, Courland, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2238, Y:3075, rgb(0, 24, 75), AREA: 885, County Area: 1782, Duchy Area: 14234, Kingdom Area: 72140;
151, b_utena, Utena, c_braslau, Braslau, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2236, Y:3021, rgb(42, 27, 203), AREA: 1430, County Area: 3711, Duchy Area: 19248, Kingdom Area: 72140;
152, b_birzai, Birzai, c_siauliai, Siauliai, d_samogitia, Samogitia, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2185, Y:3066, rgb(84, 30, 76), AREA: 1941, County Area: 4706, Duchy Area: 13205, Kingdom Area: 72140;
153, b_trakai, Trakai, c_trakai, Trakai, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2224, Y:2973, rgb(126, 33, 204), AREA: 689, County Area: 5260, Duchy Area: 19248, Kingdom Area: 72140;
154, b_kernave, Kernave, c_kernave, Kernave, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2249, Y:2992, rgb(168, 36, 77), AREA: 699, County Area: 3974, Duchy Area: 19248, Kingdom Area: 72140;
155, b_vilnius, Vilnius, c_kernave, Kernave, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2265, Y:2986, rgb(0, 39, 205), AREA: 794, County Area: 3974, Duchy Area: 19248, Kingdom Area: 72140;
156, b_panemune, Panemüne, c_yatvyagi, Yatvyagi, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2130, Y:2998, rgb(42, 42, 78), AREA: 1387, County Area: 6303, Duchy Area: 19248, Kingdom Area: 72140;
157, b_suvalkai, Suvalkai, c_yatvyagi, Yatvyagi, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, plains, inhabitable, X:2124, Y:2951, rgb(84, 45, 206), AREA: 1029, County Area: 6303, Duchy Area: 19248, Kingdom Area: 72140;
158, b_vilkaviskis, Vilkaviskis, c_yatvyagi, Yatvyagi, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2185, Y:2983, rgb(126, 48, 79), AREA: 2303, County Area: 6303, Duchy Area: 19248, Kingdom Area: 72140;
159, b_valkininkai, Valkininkai, c_trakai, Trakai, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, plains, inhabitable, X:2240, Y:2936, rgb(168, 51, 207), AREA: 1000, County Area: 5260, Duchy Area: 19248, Kingdom Area: 72140;
160, b_merkine, Merkine, c_trakai, Trakai, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, plains, inhabitable, X:2211, Y:2946, rgb(0, 54, 80), AREA: 1038, County Area: 5260, Duchy Area: 19248, Kingdom Area: 72140;
161, b_grodno, Grodno, c_grodno, Grodno, d_grodno, Grodno, k_white_rus, White Rus' world_europe_east, plains, inhabitable, X:2215, Y:2906, rgb(42, 57, 208), AREA: 1246, County Area: 2629, Duchy Area: 9344, Kingdom Area: 99440;
162, b_aliten, Aliten, c_trakai, Trakai, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2165, Y:2934, rgb(84, 60, 81), AREA: 1951, County Area: 5260, Duchy Area: 19248, Kingdom Area: 72140;
163, b_sejny, Sejny, c_yatvyagi, Yatvyagi, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, plains, inhabitable, X:2148, Y:2919, rgb(126, 63, 209), AREA: 1584, County Area: 6303, Duchy Area: 19248, Kingdom Area: 72140;
164, b_lida, Lida, c_grodno, Grodno, d_grodno, Grodno, k_white_rus, White Rus' world_europe_east, plains, inhabitable, X:2246, Y:2905, rgb(168, 66, 82), AREA: 1383, County Area: 2629, Duchy Area: 9344, Kingdom Area: 99440;
165, b_kreva, Kreva, c_kernave, Kernave, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2264, Y:2950, rgb(0, 69, 210), AREA: 1570, County Area: 3974, Duchy Area: 19248, Kingdom Area: 72140;
166, b_braslau, Braslau, c_braslau, Braslau, d_lithuanians, Lithuania, k_lithuania, Lithuania world_europe_east, forest, inhabitable, X:2272, Y:3002, rgb(42, 72, 83), AREA: 2281, County Area: 3711, Duchy Area: 19248, Kingdom Area: 72140;
167, b_yama, Yama, c_vodi, Vodi, d_novgorod, Novgorod, k_novgorod, Novgorod world_europe_east, plains, inhabitable, X:2280, Y:3316, rgb(84, 75, 211), AREA: 1631, County Area: 5323, Duchy Area: 33650, Kingdom Area: 78451;
168, b_koporye, Koporye, c_vodi, Vodi, d_novgorod, Novgorod, k_novgorod, Novgorod world_europe_east, plains, inhabitable, X:2330, Y:3305, rgb(126, 78, 84), AREA: 1663, County Area: 5323, Duchy Area: 33650, Kingdom Area: 78451;
169, b_nyen, Nyen, c_vodi, Vodi, d_novgorod, Novgorod, k_novgorod, Novgorod world_europe_east, plains, inhabitable, X:2354, Y:3306, rgb(168, 81, 212), AREA: 1354, County Area: 5323, Duchy Area: 33650, Kingdom Area: 78451;
170, b_noteborg, Pähkinälinna, c_vodi, Vodi, d_novgorod, Novgorod, k_novgorod, Novgorod world_europe_east, plains, inhabitable, X:2350, Y:3336, rgb(0, 84, 85), AREA: 675, County Area: 5323, Duchy Area: 33650, Kingdom Area: 78451;
171, b_rautu, Rautu, c_kakisalmi, Kakisalmi, d_karelia, Karelia, k_finland, Finland world_europe_north, plains, inhabitable, X:2324, Y:3359, rgb(42, 87, 213), AREA: 960, County Area: 3722, Duchy Area: 37442, Kingdom Area: 105882;
172, b_kakisalmi, Kakisalmi, c_kakisalmi, Kakisalmi, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2312, Y:3394, rgb(84, 90, 86), AREA: 1109, County Area: 3722, Duchy Area: 37442, Kingdom Area: 105882;
173, b_koivisto, Koivisto, c_kakisalmi, Kakisalmi, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2282, Y:3356, rgb(126, 93, 214), AREA: 1653, County Area: 3722, Duchy Area: 37442, Kingdom Area: 105882;
174, b_sortavala, Sortavala, c_sortavala, Sortavala, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2316, Y:3445, rgb(168, 96, 87), AREA: 1187, County Area: 3589, Duchy Area: 37442, Kingdom Area: 105882;
175, b_porvoo, Porvoo, c_nyland, Nyland, d_finland, Finland, k_finland, Finland world_europe_north, plains, inhabitable, X:2189, Y:3364, rgb(0, 99, 215), AREA: 1166, County Area: 5329, Duchy Area: 39806, Kingdom Area: 105882;
176, b_espoo, Espoo, c_nyland, Nyland, d_finland, Finland, k_finland, Finland world_europe_north, plains, inhabitable, X:2155, Y:3363, rgb(42, 102, 88), AREA: 1486, County Area: 5329, Duchy Area: 39806, Kingdom Area: 105882;
177, b_raseborg, Raasepori, c_nyland, Nyland, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2106, Y:3344, rgb(84, 105, 216), AREA: 1493, County Area: 5329, Duchy Area: 39806, Kingdom Area: 105882;
178, b_rikala, Rikala, c_finland, Finland, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2080, Y:3367, rgb(126, 108, 89), AREA: 1223, County Area: 3862, Duchy Area: 39806, Kingdom Area: 105882;
179, b_turku, Turku, c_finland, Finland, d_finland, Finland, k_finland, Finland world_europe_north, plains, inhabitable, X:2059, Y:3380, rgb(168, 111, 217), AREA: 1536, County Area: 3862, Duchy Area: 39806, Kingdom Area: 105882;
180, b_rauma, Rauma, c_finland, Finland, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2036, Y:3395, rgb(0, 114, 90), AREA: 1103, County Area: 3862, Duchy Area: 39806, Kingdom Area: 105882;
181, b_parikkala, Parikkala, c_viipuri, Viipuri, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2276, Y:3417, rgb(42, 117, 218), AREA: 1536, County Area: 4101, Duchy Area: 37442, Kingdom Area: 105882;
182, b_viipuri, Viipuri, c_viipuri, Viipuri, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2266, Y:3386, rgb(84, 120, 91), AREA: 1420, County Area: 4101, Duchy Area: 37442, Kingdom Area: 105882;
183, b_liinmaa, Liinmaa, c_satakunta, Satakunta, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2040, Y:3432, rgb(126, 123, 219), AREA: 1062, County Area: 6091, Duchy Area: 39806, Kingdom Area: 105882;
184, b_telja, Teljä, c_satakunta, Satakunta, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2072, Y:3421, rgb(168, 126, 92), AREA: 1814, County Area: 6091, Duchy Area: 39806, Kingdom Area: 105882;
185, b_ulvila, Ulvila, c_satakunta, Satakunta, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2034, Y:3461, rgb(0, 129, 220), AREA: 1380, County Area: 6091, Duchy Area: 39806, Kingdom Area: 105882;
186, b_pirkkala, Pirkkala, c_satakunta, Satakunta, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2077, Y:3459, rgb(42, 132, 93), AREA: 1835, County Area: 6091, Duchy Area: 39806, Kingdom Area: 105882;
187, b_savitaipale, Savitaipale, c_viipuri, Viipuri, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2237, Y:3405, rgb(84, 135, 221), AREA: 1145, County Area: 4101, Duchy Area: 37442, Kingdom Area: 105882;
188, b_mikkeli, Mikkeli, c_olavinlinna, Olavinlinna, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2223, Y:3433, rgb(126, 138, 94), AREA: 1498, County Area: 6800, Duchy Area: 39806, Kingdom Area: 105882;
189, b_sulkava, Sulkava, c_olavinlinna, Olavinlinna, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2244, Y:3438, rgb(168, 141, 222), AREA: 1062, County Area: 6800, Duchy Area: 39806, Kingdom Area: 105882;
190, b_olavinlinna, Olavinlinna, c_olavinlinna, Olavinlinna, d_finland, Finland, k_finland, Finland world_europe_north, taiga, inhabitable, X:2260, Y:3466, rgb(0, 144, 95), AREA: 1121, County Area: 6800, Duchy Area: 39806, Kingdom Area: 105882;
191, b_kidila, Kidila, c_sortavala, Sortavala, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2349, Y:3446, rgb(42, 147, 223), AREA: 958, County Area: 3589, Duchy Area: 37442, Kingdom Area: 105882;
192, b_salinis, Salinis, c_salinis, Salinis, d_karelia, Karelia, k_finland, Finland world_europe_north, taiga, inhabitable, X:2377, Y:3427, rgb(84, 150, 96), AREA: 1601, County Area: 3280, Duchy Area: 37442, Kingdom Area: 105882;
